from_city,to_city,airline,days_from_today,departure_hour,day_of_week,seats,stops,is_weekend,base_price,demand_index,price
HYD,BOM,Akasa,37,9,0,180,0,0,6103,0.897,6204
BLR,BOM,Akasa,57,18,0,180,0,1,4050,0.548,2291
BLR,DEL,AirIndia,3,18,6,150,1,1,5751,1.487,9192
HYD,CCU,Vistara,57,9,3,200,0,0,5779,0.602,3548
BLR,HYD,IndiGo,29,18,3,150,1,0,4024,1.052,4090
DEL,CCU,IndiGo,9,21,2,150,0,0,4428,1.279,5700
MAA,DEL,Vistara,35,9,2,200,0,0,5922,0.933,4372
BLR,BOM,IndiGo,30,21,3,150,1,0,6212,1.141,8101
DEL,MAA,AirIndia,19,18,3,200,1,1,4979,1.21,6601
BLR,MAA,Vistara,41,21,6,150,1,0,3895,0.805,3410
BOM,DEL,IndiGo,42,9,6,200,1,1,4878,0.858,3930
MAA,BLR,AirIndia,18,18,1,150,0,1,7179,1.26,9479
CCU,MAA,Akasa,23,9,2,150,1,0,7177,1.083,7413
HYD,BOM,AirIndia,12,6,2,150,0,0,4033,1.335,4610
DEL,BLR,Vistara,38,18,0,200,1,0,5831,0.818,4845
BLR,BOM,Vistara,13,21,1,180,0,0,6143,1.342,8355
BLR,BOM,IndiGo,16,18,2,180,1,0,3661,1.137,4521
DEL,CCU,Akasa,54,12,3,180,0,1,6411,0.654,4276
BOM,MAA,Vistara,45,18,6,200,0,1,5288,0.801,4352
BOM,HYD,AirIndia,41,6,1,150,0,0,7353,0.765,6809
DEL,BLR,Akasa,47,6,0,180,0,1,5101,0.719,3054
BOM,HYD,IndiGo,46,18,3,180,0,1,6175,0.755,4494
HYD,MAA,AirIndia,17,6,2,200,0,0,5471,1.213,7032
BLR,CCU,Akasa,7,18,4,180,0,0,5423,1.315,6781
BLR,BOM,Akasa,54,12,1,200,0,1,6274,0.616,4131
DEL,HYD,IndiGo,36,12,6,150,0,0,7283,0.946,7648
DEL,BOM,Vistara,13,12,0,200,1,1,4957,1.353,7016
HYD,CCU,Vistara,55,18,5,150,0,1,5342,0.67,4185
HYD,CCU,Akasa,19,6,3,180,1,0,6583,1.248,8606
BOM,BLR,AirIndia,52,12,0,150,1,0,5607,0.621,3409
MAA,HYD,IndiGo,51,9,6,180,0,0,5481,0.626,3345
BOM,DEL,AirIndia,45,18,1,150,1,1,4458,0.852,3962
CCU,MAA,Vistara,16,21,6,200,0,1,4605,1.267,6417
CCU,DEL,AirIndia,56,12,1,150,0,1,4157,0.629,2536
MAA,DEL,IndiGo,43,6,6,180,1,0,4051,0.784,3361
MAA,CCU,Akasa,23,6,3,200,0,1,5696,1.127,6779
CCU,BLR,Akasa,28,9,5,150,0,1,3686,1.014,3748
DEL,CCU,Vistara,10,18,5,200,1,0,4957,1.262,6553
BLR,CCU,AirIndia,31,9,6,180,1,0,4781,0.994,4194
MAA,CCU,AirIndia,56,18,6,180,0,0,4834,0.557,2640
MAA,HYD,IndiGo,3,12,4,180,0,1,7312,1.543,11159
BOM,DEL,Vistara,51,18,4,150,0,0,5279,0.714,3674
BOM,HYD,IndiGo,7,18,2,150,1,1,5133,1.376,7456
MAA,BOM,Akasa,15,6,5,200,0,0,5832,1.174,7000
MAA,BLR,IndiGo,24,18,3,200,0,1,6790,1.132,8252
DEL,HYD,IndiGo,25,12,0,150,0,1,4244,1.01,4213
BLR,BOM,Akasa,10,6,4,150,1,0,7077,1.361,9431
CCU,DEL,AirIndia,51,9,2,150,1,1,5355,0.596,3396
DEL,HYD,Akasa,17,6,3,180,0,0,5466,1.23,6248
BLR,BOM,Vistara,55,9,1,180,0,0,6038,0.552,3325
CCU,BOM,Vistara,14,6,5,180,1,1,5433,1.267,6441
DEL,BOM,Akasa,50,9,3,150,1,0,6401,0.639,3708
CCU,MAA,Vistara,59,9,4,200,0,0,5866,0.512,3390
BLR,DEL,Vistara,12,9,4,200,1,1,7077,1.294,8439
CCU,MAA,Akasa,8,12,1,180,0,0,5499,1.42,7961
HYD,BOM,Akasa,37,12,1,200,0,0,5797,0.997,5474
BOM,MAA,AirIndia,41,12,1,150,1,1,6033,0.848,5358
CCU,DEL,Vistara,57,12,6,180,1,0,4137,0.566,2034
BLR,CCU,Vistara,60,6,1,200,0,0,6124,0.528,2985
DEL,MAA,AirIndia,46,12,0,150,0,0,4406,0.748,3507
BLR,CCU,AirIndia,17,12,3,200,0,0,7284,1.209,8177
MAA,BLR,Akasa,13,9,6,150,0,1,5124,1.333,5745
MAA,CCU,AirIndia,38,6,1,150,0,0,6279,0.824,5025
CCU,BLR,AirIndia,37,12,0,180,1,1,4493,0.802,3508
DEL,BLR,IndiGo,21,21,4,180,0,0,3829,1.201,4871
CCU,BLR,Vistara,10,21,1,180,1,0,7036,1.356,9256
BLR,CCU,Vistara,29,6,6,200,0,0,5873,1.026,6956
BLR,MAA,Akasa,48,6,1,180,1,0,4564,0.766,4116
MAA,BLR,AirIndia,41,12,5,150,0,0,4541,0.858,3896
CCU,HYD,Vistara,6,9,2,180,1,0,3694,1.286,4570
BOM,BLR,Akasa,5,18,1,180,0,1,4408,1.438,6690
HYD,BOM,IndiGo,17,18,2,200,1,1,7333,1.181,7975
CCU,BLR,Akasa,47,12,5,150,1,1,7294,0.702,4504
BLR,HYD,Akasa,45,18,3,150,1,1,5350,0.739,4459
DEL,BOM,IndiGo,7,6,2,150,1,0,7433,1.386,10934
BLR,DEL,Vistara,40,18,1,180,0,1,4424,0.704,2859
CCU,DEL,AirIndia,52,21,4,150,1,0,6336,0.604,3092
CCU,BLR,Akasa,12,21,6,200,0,1,4612,1.251,5230
BOM,BLR,Akasa,26,18,0,200,1,0,5712,1.004,5900
DEL,HYD,IndiGo,22,18,1,150,1,1,7131,1.047,7748
CCU,BOM,Akasa,3,18,2,180,1,1,6142,1.434,9719
DEL,BLR,IndiGo,9,12,1,200,1,0,4208,1.434,6426
BLR,MAA,Vistara,8,21,2,150,1,0,6366,1.419,9409
DEL,BOM,Vistara,1,21,5,200,0,0,6520,1.414,8948
MAA,BLR,AirIndia,60,6,5,180,1,1,6006,0.523,3437
MAA,DEL,IndiGo,47,6,1,180,1,0,3751,0.677,2682
CCU,BOM,IndiGo,27,9,3,200,1,0,6854,0.995,6425
BLR,MAA,Vistara,57,6,4,180,0,0,4653,0.623,2819
HYD,DEL,IndiGo,40,12,0,200,0,1,6668,0.845,5150
MAA,DEL,Vistara,28,6,5,200,1,0,4338,0.936,3667
BOM,MAA,IndiGo,14,9,1,150,1,0,5792,1.187,7706
CCU,MAA,AirIndia,44,18,1,150,0,0,5261,0.75,4202
BLR,HYD,AirIndia,37,12,2,180,0,0,5661,0.898,4839
MAA,BLR,Vistara,15,21,6,180,0,0,6058,1.289,7446
CCU,HYD,IndiGo,17,6,3,180,0,0,6544,1.257,8358
CCU,HYD,Akasa,44,21,6,180,0,0,4526,0.813,4000
MAA,DEL,Akasa,48,12,4,200,0,0,7120,0.694,4949
CCU,BOM,Vistara,37,18,3,150,1,1,3525,0.866,3093
HYD,BOM,Vistara,19,12,3,200,1,1,4891,1.21,5376
BOM,BLR,Vistara,57,18,2,200,1,0,6890,0.478,2857
HYD,BLR,AirIndia,22,9,2,180,0,1,6093,1.13,6858
BLR,MAA,AirIndia,54,18,1,150,0,0,7087,0.636,4783
HYD,CCU,AirIndia,22,18,1,180,0,0,7377,1.128,7860
MAA,DEL,Vistara,14,18,1,180,0,0,5639,1.165,6439
HYD,MAA,AirIndia,32,6,4,150,1,0,4934,0.923,5157
BOM,BLR,IndiGo,11,21,3,150,0,1,5353,1.311,5391
MAA,HYD,Vistara,18,12,4,180,1,0,7460,1.239,9445
BLR,MAA,IndiGo,58,9,1,180,0,1,3847,0.548,2147
MAA,CCU,Akasa,45,18,3,200,1,0,5415,0.713,4121
HYD,CCU,AirIndia,41,12,2,200,1,1,5352,0.785,4709
CCU,DEL,Akasa,47,9,4,150,1,0,4334,0.7,3230
MAA,CCU,AirIndia,21,12,2,200,1,0,6761,1.162,7790
BOM,MAA,AirIndia,56,12,1,150,0,0,3707,0.56,1940
MAA,HYD,Akasa,51,18,0,200,0,0,6037,0.684,4217
DEL,BOM,Vistara,33,6,4,150,0,1,4352,0.965,4310
CCU,BLR,AirIndia,30,9,6,180,1,1,4649,0.955,4698
MAA,CCU,Akasa,2,21,2,200,0,1,3505,1.497,5670
HYD,DEL,AirIndia,5,21,1,150,0,1,4117,1.423,5989
MAA,CCU,Akasa,44,18,3,200,1,0,3564,0.814,2598
CCU,DEL,Akasa,6,18,4,200,1,0,7320,1.36,10438
BLR,DEL,Vistara,10,21,5,200,1,1,6471,1.223,8671
BOM,BLR,IndiGo,21,12,2,180,0,0,6363,1.128,6853
DEL,BLR,IndiGo,17,9,5,150,0,1,5739,1.179,6228
MAA,BLR,AirIndia,34,9,3,200,0,0,5483,1.055,5630
BLR,BOM,IndiGo,55,6,2,200,0,0,4692,0.512,2423
BOM,CCU,AirIndia,29,9,2,200,0,0,4854,1.035,5412
BLR,BOM,Akasa,9,12,5,180,0,1,6567,1.411,10198
DEL,BLR,Akasa,10,9,2,180,0,0,6254,1.369,9078
MAA,HYD,Vistara,20,6,2,150,0,1,4920,1.191,5855
CCU,HYD,IndiGo,48,9,5,180,0,1,3863,0.688,2152
HYD,BLR,Vistara,22,18,6,180,1,1,5667,1.137,5899
BLR,CCU,Akasa,53,9,1,150,1,0,4682,0.626,2856
BOM,HYD,IndiGo,30,9,5,180,0,1,7238,1.029,7457
BLR,MAA,AirIndia,36,6,5,200,1,1,4511,0.849,3933
BOM,HYD,Vistara,45,18,0,200,1,1,6034,0.811,5423
HYD,MAA,IndiGo,28,21,5,180,0,0,7386,1.03,6141
BOM,HYD,Akasa,28,18,1,200,0,0,4778,0.978,4020
MAA,DEL,IndiGo,29,9,5,150,1,0,5912,0.914,4671
BOM,DEL,Vistara,21,12,4,200,0,1,7035,1.207,7064
BLR,MAA,AirIndia,4,21,3,150,1,1,4508,1.488,6374
BOM,MAA,IndiGo,41,18,4,150,1,1,6822,0.843,5956
BOM,BLR,AirIndia,39,6,0,150,0,1,3547,0.834,2530
HYD,BLR,Akasa,23,9,0,180,0,1,7394,1.023,6748
DEL,CCU,Akasa,29,9,5,150,1,0,6947,0.945,6455
MAA,CCU,AirIndia,42,9,4,200,1,1,5740,0.844,4351
BLR,DEL,Akasa,37,12,1,150,1,0,5473,0.969,4548
HYD,DEL,Akasa,43,6,3,150,0,0,6531,0.719,3990
BLR,BOM,IndiGo,4,18,0,150,0,0,4008,1.407,5211
DEL,MAA,IndiGo,27,21,3,180,1,0,3810,1.077,4185
CCU,BOM,AirIndia,5,9,3,150,1,0,4171,1.473,5442
HYD,DEL,Vistara,36,9,1,200,0,0,4036,0.874,3177
BOM,MAA,AirIndia,48,9,3,200,1,1,6547,0.735,5575
CCU,MAA,Vistara,47,9,4,180,1,0,4241,0.708,2856
MAA,DEL,Akasa,29,18,1,150,0,1,4198,1.043,4596
BLR,HYD,IndiGo,37,21,5,180,1,0,4994,0.875,3789
BOM,DEL,AirIndia,11,12,5,200,0,1,5719,1.235,7113
BOM,MAA,IndiGo,57,18,4,200,0,0,6978,0.618,4454
DEL,CCU,IndiGo,3,9,5,200,0,0,5699,1.441,9085
CCU,DEL,AirIndia,24,6,3,180,1,0,7313,1.108,8789
CCU,MAA,Akasa,12,18,1,180,0,1,5258,1.377,6982
BLR,MAA,IndiGo,2,9,5,180,0,1,4588,1.459,6728
MAA,BOM,Akasa,50,12,0,180,1,0,5682,0.733,3999
MAA,BLR,IndiGo,37,9,1,180,1,0,6962,0.839,5730
CCU,DEL,AirIndia,5,18,3,200,0,0,6249,1.429,8193
BLR,CCU,Vistara,36,9,4,180,1,0,4573,0.896,4464
BLR,CCU,Vistara,5,18,0,180,1,1,5124,1.488,7507
CCU,BLR,AirIndia,35,9,5,150,0,1,4325,0.916,3461
CCU,BOM,Akasa,32,12,2,150,1,1,3528,1.004,3571
HYD,CCU,Akasa,26,12,6,180,0,0,4209,1.113,4558
CCU,BOM,IndiGo,37,9,2,150,1,1,5818,0.843,4850
MAA,BOM,IndiGo,35,21,3,200,1,1,6564,0.837,5701
BOM,HYD,Vistara,15,6,4,180,0,1,6593,1.228,7486
DEL,BLR,Vistara,21,21,4,200,0,0,5775,1.136,6573
CCU,HYD,AirIndia,19,21,5,200,1,1,4203,1.246,5533
HYD,MAA,AirIndia,13,9,5,180,0,0,6511,1.211,8583
BLR,DEL,Akasa,30,6,1,150,1,1,6196,1.007,7126
MAA,HYD,Vistara,30,6,2,200,1,0,3796,0.96,3678
BLR,HYD,AirIndia,2,6,6,150,0,0,4324,1.482,6561
CCU,BLR,AirIndia,31,9,5,200,0,1,7013,1.001,7038
HYD,MAA,Vistara,16,21,2,180,1,0,7025,1.209,7812
CCU,DEL,Akasa,31,9,0,180,1,1,5976,0.901,5561
BLR,CCU,Akasa,38,21,6,150,1,1,4839,0.817,3875
CCU,MAA,AirIndia,59,9,6,150,1,0,6308,0.643,4217
BOM,MAA,Vistara,33,9,1,150,1,0,3806,0.933,3365
CCU,MAA,AirIndia,22,12,4,180,1,1,4558,1.165,5837
BLR,HYD,Vistara,36,18,5,150,1,0,4435,0.938,4115
BLR,DEL,IndiGo,12,12,5,150,1,0,4681,1.265,5993
DEL,BOM,AirIndia,3,6,4,200,0,0,5486,1.421,7957
BLR,DEL,AirIndia,9,12,1,180,1,1,6944,1.348,9279
MAA,BLR,Akasa,42,6,2,200,0,0,5400,0.833,4045
BLR,CCU,AirIndia,23,12,4,180,0,0,5955,1.132,6727
BOM,BLR,AirIndia,33,21,0,200,1,0,4243,0.97,3859
MAA,HYD,Akasa,51,12,6,200,1,0,4075,0.639,2353
BLR,CCU,Akasa,14,21,4,200,0,0,5940,1.272,7331
BLR,BOM,Akasa,8,18,3,150,1,0,4201,1.371,5756
HYD,DEL,IndiGo,17,21,4,200,0,0,6336,1.196,8608
HYD,BOM,Vistara,32,12,2,200,0,1,6417,1.047,6989
MAA,BLR,Akasa,34,21,3,180,1,1,4179,0.935,3564
CCU,BOM,IndiGo,8,21,3,180,1,0,5436,1.305,7034
HYD,CCU,AirIndia,44,12,2,150,1,1,3781,0.785,2634
BLR,HYD,AirIndia,12,18,6,180,1,0,6614,1.325,8826
DEL,BOM,Akasa,1,9,0,150,1,0,4456,1.539,6615
DEL,BOM,Vistara,54,6,5,200,0,1,4886,0.583,2384
DEL,MAA,IndiGo,40,12,2,200,1,1,4052,0.865,3706
DEL,BOM,IndiGo,35,21,1,150,0,1,6062,0.975,6260
CCU,DEL,Akasa,36,18,5,150,0,0,6915,0.859,6290
DEL,CCU,AirIndia,1,21,1,180,0,0,5899,1.418,7418
MAA,HYD,IndiGo,44,21,4,150,1,1,4893,0.625,3044
MAA,DEL,AirIndia,57,9,2,180,1,1,7234,0.577,4436
MAA,HYD,AirIndia,33,18,1,200,1,0,6690,1.028,6651
DEL,BOM,Vistara,9,18,1,150,1,0,4746,1.363,6817
BLR,DEL,Vistara,28,6,1,150,1,0,4561,1.102,5370
MAA,DEL,AirIndia,27,21,6,200,1,0,5249,1.104,4846
BOM,CCU,IndiGo,25,9,3,200,0,1,5718,1.011,6326
CCU,BOM,AirIndia,43,12,4,150,1,1,7205,0.762,6336
BLR,HYD,IndiGo,4,9,5,180,0,1,7426,1.403,10468
BOM,MAA,IndiGo,59,6,5,200,1,0,6223,0.415,2495
DEL,CCU,Akasa,27,21,1,150,1,1,4672,1.035,5199
BOM,CCU,Vistara,20,21,4,180,0,1,6049,1.167,6839
HYD,DEL,Akasa,18,21,4,180,1,0,4434,1.226,5689
CCU,BLR,IndiGo,53,9,3,180,0,1,4143,0.682,2624
BLR,MAA,Vistara,37,18,6,200,1,1,4112,0.882,3337
BOM,CCU,IndiGo,28,9,2,150,1,1,3913,1.117,4801
BLR,DEL,AirIndia,18,6,6,180,0,1,4394,1.181,5575
BOM,CCU,IndiGo,46,18,3,150,1,1,5040,0.702,3618
MAA,CCU,Akasa,43,6,1,180,0,0,6822,0.872,6302
MAA,BOM,Vistara,24,12,2,150,1,1,4725,1.047,4707
MAA,HYD,Akasa,29,21,5,180,0,1,7110,1.068,7057
CCU,HYD,AirIndia,56,9,0,150,0,1,3676,0.61,2327
MAA,BOM,AirIndia,30,12,3,150,0,1,5534,1.035,5872
MAA,BLR,Akasa,28,9,5,180,0,1,6811,1.077,6210
HYD,CCU,AirIndia,13,21,6,200,1,1,6249,1.252,8357
BLR,CCU,AirIndia,41,12,4,200,1,1,6290,0.924,6044
BLR,CCU,AirIndia,6,6,1,180,1,0,7376,1.364,11468
BLR,CCU,IndiGo,38,12,5,180,0,1,5544,0.895,4347
DEL,HYD,Vistara,36,12,5,200,1,0,5336,0.94,5197
MAA,BOM,Vistara,15,12,6,180,1,1,6320,1.311,8535
BLR,CCU,Vistara,55,6,3,200,0,0,6089,0.62,3832
CCU,BLR,AirIndia,47,21,5,200,1,1,5160,0.682,3019
MAA,HYD,IndiGo,12,12,0,200,1,0,5422,1.313,7078
BOM,HYD,AirIndia,52,12,3,180,0,0,3504,0.643,2092
CCU,BOM,IndiGo,39,6,6,200,0,1,7472,0.934,7051
CCU,HYD,AirIndia,35,12,4,180,0,0,4473,0.905,4181
BLR,MAA,AirIndia,26,6,3,150,0,1,4689,1.07,5121
HYD,DEL,IndiGo,19,9,2,180,1,0,4809,1.225,5890
BOM,CCU,Akasa,54,21,5,200,1,1,6308,0.606,3882
CCU,MAA,Vistara,37,9,0,180,1,1,3674,0.887,2931
CCU,BOM,IndiGo,15,6,1,200,0,1,4028,1.196,4284
CCU,BLR,IndiGo,54,6,4,200,1,0,5976,0.625,3429
HYD,MAA,Akasa,38,6,5,150,1,1,7028,0.85,5613
BLR,MAA,AirIndia,58,6,3,180,1,0,5493,0.514,3397
BLR,CCU,Akasa,52,12,1,150,0,1,4326,0.713,2954
CCU,MAA,Vistara,41,6,5,180,1,0,7301,0.815,5687
HYD,DEL,IndiGo,43,12,1,180,0,0,3770,0.72,2621
BLR,CCU,Vistara,12,12,3,180,1,0,5917,1.324,8950
HYD,BOM,Akasa,47,18,3,200,0,1,5690,0.779,4088
BOM,CCU,AirIndia,18,9,3,150,0,1,6002,1.108,7047
BOM,CCU,AirIndia,57,21,5,180,0,1,4103,0.485,1814
DEL,HYD,IndiGo,37,18,6,180,1,0,6657,0.855,5527
BOM,BLR,AirIndia,40,12,1,200,1,1,4997,0.78,3644
DEL,BOM,Vistara,19,6,4,200,0,0,7401,1.164,6758
CCU,BLR,AirIndia,30,21,5,150,1,0,7452,0.927,6866
DEL,HYD,IndiGo,28,6,5,180,1,0,5800,1.055,5830
MAA,BOM,IndiGo,8,12,0,150,1,0,6608,1.479,8958
BLR,CCU,Akasa,8,12,3,200,0,0,4605,1.405,6611
BLR,DEL,AirIndia,11,9,3,180,0,0,3746,1.206,4901
BLR,BOM,Vistara,20,9,2,180,0,1,5750,1.24,7291
CCU,MAA,AirIndia,2,6,2,200,0,1,4352,1.37,5906
CCU,HYD,IndiGo,10,21,3,200,0,1,7171,1.358,9602
MAA,BOM,AirIndia,10,18,5,180,0,0,7146,1.309,9762
DEL,BOM,Vistara,33,21,0,180,0,1,7299,0.952,6282
MAA,BLR,Akasa,56,21,4,150,0,1,6000,0.579,3519
CCU,BOM,AirIndia,16,21,2,180,0,0,4646,1.196,5888
MAA,BLR,Vistara,31,21,6,180,1,1,3872,0.99,4006
CCU,BLR,IndiGo,44,18,3,150,1,1,4447,0.702,3218
BOM,BLR,Vistara,45,9,4,200,1,1,4449,0.7,3332
CCU,BOM,Akasa,60,9,0,150,0,1,5253,0.565,3167
CCU,MAA,Akasa,41,6,3,180,1,0,3874,0.776,2997
CCU,BLR,Vistara,18,21,2,180,0,0,5126,1.099,5772
BLR,MAA,IndiGo,45,21,2,180,1,0,4819,0.856,3923
CCU,HYD,Vistara,48,21,5,180,0,1,4304,0.748,3604
BLR,DEL,Akasa,6,21,0,200,1,1,4214,1.453,5953
BLR,HYD,IndiGo,58,6,1,200,0,0,3518,0.511,1932
BLR,MAA,AirIndia,7,12,6,200,1,1,6966,1.258,7992
DEL,HYD,Vistara,46,12,6,150,0,1,5882,0.739,4157
MAA,BLR,Vistara,12,9,1,150,1,0,7464,1.301,10306
BLR,DEL,IndiGo,14,9,1,180,1,0,4411,1.276,5158
BLR,CCU,IndiGo,21,18,2,150,1,0,4337,1.185,4706
BOM,CCU,Akasa,46,9,1,180,0,0,5926,0.679,3862
HYD,CCU,IndiGo,23,18,5,150,1,0,7441,1.199,9367
MAA,CCU,AirIndia,7,12,0,180,0,1,6826,1.429,10414
BOM,BLR,IndiGo,7,6,4,150,0,1,4993,1.462,7586
HYD,BLR,AirIndia,53,6,6,180,0,0,6454,0.641,4598
MAA,BOM,Vistara,17,6,1,200,1,1,6812,1.199,7708
BOM,BLR,IndiGo,6,9,0,200,0,0,5469,1.36,7113
HYD,CCU,IndiGo,30,9,5,200,1,0,3524,1.068,3782
CCU,HYD,Vistara,57,18,4,180,0,1,6831,0.541,3789
HYD,MAA,Vistara,56,21,2,180,1,0,6880,0.599,4430
MAA,CCU,IndiGo,49,9,1,200,0,1,5787,0.646,3535
MAA,HYD,AirIndia,15,18,0,200,1,1,3821,1.188,4348
MAA,CCU,AirIndia,19,18,0,150,0,1,5752,1.128,5944
BLR,HYD,Vistara,12,12,5,200,1,0,4407,1.22,5198
CCU,HYD,IndiGo,17,12,3,200,1,0,6929,1.147,8021
HYD,DEL,AirIndia,45,6,0,180,1,1,6332,0.776,5344
HYD,BLR,IndiGo,26,9,0,180,0,1,7418,0.96,7511
DEL,CCU,Vistara,3,21,5,180,1,1,6440,1.475,10646
CCU,DEL,Vistara,6,18,5,200,1,1,3615,1.433,5068
BOM,MAA,AirIndia,51,21,4,150,1,1,7338,0.679,5255
CCU,DEL,Akasa,52,21,2,150,0,1,4116,0.675,3003
DEL,MAA,Akasa,36,9,2,180,1,0,4114,0.898,3363
CCU,DEL,Akasa,34,6,1,200,0,1,5055,0.964,5665
BOM,CCU,AirIndia,46,6,6,200,1,1,4222,0.824,3556
DEL,HYD,Vistara,10,9,6,180,1,1,3833,1.251,4468
BOM,BLR,IndiGo,52,6,0,150,1,1,4366,0.629,2841
BLR,HYD,Akasa,49,12,6,150,1,1,5555,0.638,3653
BLR,HYD,Vistara,26,18,0,150,0,1,6030,1.085,6185
DEL,BLR,AirIndia,25,12,5,180,1,1,5229,1.075,4911
DEL,CCU,IndiGo,10,12,0,200,1,1,6221,1.365,8582
DEL,HYD,Akasa,18,9,1,180,1,1,6834,1.142,8614
HYD,CCU,IndiGo,60,12,6,150,1,1,4833,0.466,1933
MAA,DEL,Vistara,49,6,2,150,0,1,7185,0.705,4612
MAA,DEL,IndiGo,28,12,6,180,1,1,6348,1.023,7006
BOM,HYD,Akasa,45,6,1,180,1,1,6467,0.674,4009
CCU,HYD,IndiGo,21,9,1,150,1,1,7201,1.165,8207
HYD,CCU,AirIndia,28,9,0,180,0,0,3619,0.975,3210
BOM,HYD,Vistara,23,18,1,200,0,0,4728,1.043,4597
MAA,BOM,AirIndia,57,12,0,200,0,1,6339,0.492,2838
BLR,CCU,AirIndia,41,12,6,150,1,0,3823,0.759,3078
BOM,MAA,AirIndia,11,18,1,180,0,1,5445,1.349,7287
CCU,BOM,IndiGo,24,6,1,200,1,1,4077,1.095,4010
BLR,CCU,IndiGo,7,12,2,200,0,0,4494,1.303,7055
BOM,BLR,Akasa,31,21,5,150,0,1,3897,0.988,4083
CCU,DEL,Akasa,30,6,4,180,1,1,3677,0.977,4099
DEL,HYD,AirIndia,25,9,6,180,1,1,6650,1.112,7320
CCU,DEL,IndiGo,53,6,1,180,1,1,4103,0.609,2693
DEL,MAA,AirIndia,29,12,0,150,1,0,6676,1.084,6874
CCU,BOM,AirIndia,37,21,4,200,1,1,5175,0.916,5230
BOM,BLR,Akasa,21,12,1,200,1,1,6924,1.289,9242
HYD,BLR,AirIndia,17,12,6,180,1,1,4244,1.23,5040
HYD,MAA,IndiGo,50,6,1,200,1,1,6542,0.679,4093
MAA,BOM,Vistara,38,21,3,150,0,0,4474,0.862,4325
HYD,MAA,AirIndia,10,21,4,180,0,0,7426,1.348,10580
MAA,HYD,AirIndia,10,12,1,150,1,0,5058,1.351,7333
BOM,BLR,Akasa,45,21,5,150,1,0,4754,0.758,3437
MAA,CCU,Vistara,2,21,1,150,0,0,3524,1.492,4955
HYD,BOM,IndiGo,56,18,3,150,1,0,4242,0.583,2346
MAA,BLR,Akasa,28,21,3,150,0,1,3927,1.078,4416
DEL,MAA,AirIndia,39,21,5,150,1,1,5592,0.865,4528
HYD,CCU,Vistara,6,9,6,150,1,0,4494,1.435,6695
DEL,MAA,Akasa,22,21,0,180,1,1,4108,1.08,4145
BLR,BOM,IndiGo,54,9,0,150,0,1,6729,0.599,4108
CCU,BLR,Vistara,23,12,2,150,0,1,6197,1.187,8254
CCU,BLR,IndiGo,11,6,5,200,0,0,6256,1.322,8788
BLR,MAA,Akasa,56,18,3,200,0,1,4036,0.573,2765
CCU,BLR,Vistara,17,6,3,150,1,1,3608,1.193,4622
MAA,DEL,Vistara,44,18,6,180,0,0,4821,0.825,3612
CCU,BOM,Vistara,10,12,1,180,1,0,3866,1.379,5405
MAA,DEL,Vistara,37,18,3,150,1,1,3641,0.794,3218
CCU,HYD,Vistara,42,6,5,150,0,1,4012,0.794,3635
DEL,BOM,IndiGo,6,12,2,180,0,0,5861,1.491,9026
DEL,HYD,Vistara,50,21,6,150,0,0,5196,0.692,3318
CCU,DEL,IndiGo,17,6,0,150,1,0,4429,1.193,5773
HYD,BOM,Akasa,5,6,6,180,1,1,4794,1.423,6547
MAA,CCU,AirIndia,60,6,5,180,0,0,7233,0.535,4379
HYD,BOM,AirIndia,31,21,3,180,1,1,4919,1.023,5050
BOM,BLR,Akasa,21,6,3,200,0,0,3622,1.184,3776
MAA,DEL,AirIndia,43,9,4,150,1,1,6904,0.751,5207
DEL,BLR,AirIndia,38,9,2,200,1,0,5511,0.802,3985
BLR,BOM,IndiGo,38,18,1,180,1,0,6072,0.85,5061
MAA,DEL,AirIndia,11,12,1,150,0,0,5020,1.322,6903
MAA,DEL,Vistara,19,21,0,150,0,1,4330,1.103,5223
BOM,BLR,AirIndia,22,18,2,150,1,1,4761,1.11,5079
MAA,DEL,Vistara,22,18,3,150,0,1,5443,1.137,5969
BLR,MAA,IndiGo,9,18,0,150,0,1,4839,1.313,6053
BOM,CCU,Vistara,20,9,4,200,1,1,5072,1.147,5315
HYD,MAA,IndiGo,30,6,2,180,1,1,5243,1.034,5536
DEL,CCU,IndiGo,50,9,0,180,1,1,6094,0.694,4513
DEL,MAA,Akasa,16,6,3,180,0,0,5776,1.283,7717
MAA,DEL,Akasa,44,18,6,150,0,1,6012,0.903,6083
DEL,BLR,IndiGo,20,12,4,200,0,0,7094,1.214,10318
HYD,MAA,IndiGo,39,18,0,150,1,0,4960,0.88,4146
MAA,BLR,IndiGo,42,18,2,180,0,0,3613,0.755,3109
CCU,BOM,AirIndia,48,12,2,200,0,0,5741,0.737,4142
BLR,BOM,Vistara,37,12,0,150,1,0,6337,0.915,5324
CCU,BOM,Akasa,27,21,5,200,1,0,5983,1.064,6149
MAA,BLR,AirIndia,35,6,3,150,1,0,3870,0.959,3711
DEL,CCU,IndiGo,38,18,1,180,1,0,6811,0.854,5529
BOM,MAA,IndiGo,41,6,4,200,0,0,5690,0.793,4311
CCU,BLR,IndiGo,19,12,3,150,0,0,6101,1.112,6089
BOM,HYD,Vistara,19,21,2,200,0,1,6698,1.184,8033
MAA,BOM,Akasa,9,9,2,200,1,0,4335,1.444,6238
BLR,HYD,Akasa,14,9,6,200,0,0,6267,1.28,7547
