route,depart_date,days_to_depart,base_price,historical_mean,weekday,month,demand_index,price
BLR-DEL,2025-03-09 00:00:00.000000,0,42.0,41.672,6,3,0.975,46.24
DEL-BLR,2025-01-13 00:00:00.000000,0,42.0,42.595699999999994,0,1,0.908,39.83
DEL-SFO,2025-01-27 00:00:00.000000,0,1550.0,1530.2679999999998,0,1,0.887,1374.19
BLR-DEL,2025-03-13 00:00:00.000000,0,42.0,41.672,3,3,1.092,47.32
DEL-GOA,2025-02-19 00:00:00.000000,0,52.0,51.351800000000004,2,2,0.923,45.75
DEL-DXB,2025-03-03 00:00:00.000000,0,230.0,225.4002,0,3,1.051,233.01
DEL-BOM,2025-03-02 00:00:00.000000,0,45.0,44.7438,6,3,0.963,47.44
BOM-DXB,2025-03-08 00:00:00.000000,0,235.0,239.347,5,3,0.919,233.43
DEL-LHR,2025-02-18 00:00:00.000000,0,780.0,788.0947,1,2,0.999,788.49
DEL-HYD,2025-01-02 00:00:00.000000,0,40.0,39.480199999999996,3,1,0.909,35.0
DEL-GOA,2025-03-14 00:00:00.000000,0,52.0,51.351800000000004,4,3,1.023,53.53
DEL-BOM,2025-02-28 00:00:00.000000,0,45.0,44.7438,4,2,0.955,46.01
HYD-DEL,2025-02-14 00:00:00.000000,0,40.0,39.5932,4,2,0.965,52.46
HYD-DEL,2025-03-09 00:00:00.000000,0,40.0,39.5932,6,3,0.923,40.56
DEL-CDG,2025-04-10 00:00:00.000000,0,820.0,818.7947,3,4,1.036,779.19
BLR-DEL,2025-02-08 00:00:00.000000,0,42.0,41.672,5,2,1.093,49.45
HYD-DEL,2025-04-04 00:00:00.000000,0,40.0,39.5932,4,4,0.983,42.71
DEL-JFK,2025-02-07 00:00:00.000000,0,1500.0,1489.8420999999998,4,2,1.069,1779.35
MAA-DEL,2025-02-19 00:00:00.000000,0,48.0,47.193599999999996,2,2,0.913,43.64
BOM-DEL,2025-01-20 00:00:00.000000,0,45.0,45.7391,0,1,0.978,45.09
DEL-LHR,2025-01-27 00:00:00.000000,0,780.0,788.0947,0,1,1.036,808.88
DEL-JFK,2025-01-06 00:00:00.000000,0,1500.0,1489.8420999999998,0,1,1.059,1669.74
DEL-SIN,2025-03-19 00:00:00.000000,0,420.0,419.1203,2,3,0.896,364.38
MAA-DEL,2025-02-28 00:00:00.000000,0,48.0,47.193599999999996,4,2,1.01,47.1
BLR-DEL,2025-02-09 00:00:00.000000,0,42.0,41.672,6,2,0.921,42.3
DEL-CDG,2025-02-04 00:00:00.000000,0,820.0,818.7947,1,2,0.953,723.6
MAA-DEL,2025-02-01 00:00:00.000000,0,48.0,47.193599999999996,5,2,1.082,52.11
DEL-BOM,2025-01-25 00:00:00.000000,0,45.0,44.7438,5,1,0.956,44.36
GOA-DEL,2025-01-24 00:00:00.000000,0,52.0,53.0136,4,1,1.058,60.53
GOA-DEL,2025-03-28 00:00:00.000000,0,52.0,53.0136,4,3,0.985,55.96
DEL-CDG,2025-01-18 00:00:00.000000,0,820.0,818.7947,5,1,0.974,822.21
DEL-DXB,2025-01-08 00:00:00.000000,0,230.0,225.4002,2,1,1.068,230.09
DEL-MAA,2025-01-10 00:00:00.000000,0,48.0,47.3156,4,1,0.91,45.24
BOM-DEL,2025-01-26 00:00:00.000000,0,45.0,45.7391,6,1,0.943,47.79
DEL-CDG,2025-03-07 00:00:00.000000,0,820.0,818.7947,4,3,0.881,724.99
DEL-BOM,2025-04-10 00:00:00.000000,0,45.0,44.7438,3,4,1.052,50.09
DEL-BKK,2025-03-04 00:00:00.000000,0,260.0,261.9907,1,3,1.162,327.72
DEL-SFO,2025-02-15 00:00:00.000000,0,1550.0,1530.2679999999998,5,2,0.974,1520.86
DEL-BLR,2025-01-26 00:00:00.000000,0,42.0,42.595699999999994,6,1,0.946,43.72
DEL-JFK,2025-02-28 00:00:00.000000,0,1500.0,1489.8420999999998,4,2,1.019,1704.67
GOA-DEL,2025-01-15 00:00:00.000000,0,52.0,53.0136,2,1,0.983,52.52
DEL-DXB,2025-01-10 00:00:00.000000,0,230.0,225.4002,4,1,1.021,230.22
BLR-DEL,2025-04-04 00:00:00.000000,0,42.0,41.672,4,4,1.094,50.87
DEL-MAA,2025-02-10 00:00:00.000000,0,48.0,47.3156,0,2,1.015,48.54
MAA-DEL,2025-03-15 00:00:00.000000,0,48.0,47.193599999999996,5,3,0.985,48.61
DEL-HYD,2025-02-16 00:00:00.000000,0,40.0,39.480199999999996,6,2,1.023,41.87
DEL-HYD,2025-04-08 00:00:00.000000,0,40.0,39.480199999999996,1,4,0.998,36.17
MAA-DEL,2025-01-04 00:00:00.000000,0,48.0,47.193599999999996,5,1,0.979,44.81
DEL-GOA,2025-01-06 00:00:00.000000,0,52.0,51.351800000000004,0,1,0.97,47.99
DEL-CDG,2025-01-17 00:00:00.000000,0,820.0,818.7947,4,1,0.926,748.32
DEL-SIN,2025-03-05 00:00:00.000000,0,420.0,419.1203,2,3,0.905,365.42
DEL-CDG,2025-03-28 00:00:00.000000,0,820.0,818.7947,4,3,0.933,781.31
HYD-DEL,2025-02-16 00:00:00.000000,0,40.0,39.5932,6,2,1.071,45.52
DEL-BLR,2025-01-04 00:00:00.000000,0,42.0,42.595699999999994,5,1,0.962,45.23
DEL-BKK,2025-03-28 00:00:00.000000,0,260.0,261.9907,4,3,1.007,304.25
DEL-BKK,2025-01-23 00:00:00.000000,0,260.0,261.9907,3,1,1.063,290.86
DEL-MAA,2025-03-09 00:00:00.000000,0,48.0,47.3156,6,3,1.057,55.99
BOM-DEL,2025-01-22 00:00:00.000000,0,45.0,45.7391,2,1,1.001,47.65
DEL-BLR,2025-01-06 00:00:00.000000,0,42.0,42.595699999999994,0,1,1.019,42.03
DEL-BOM,2025-01-23 00:00:00.000000,0,45.0,44.7438,3,1,0.958,42.3
BOM-DXB,2025-03-16 00:00:00.000000,0,235.0,239.347,6,3,0.907,234.41
MAA-DEL,2025-02-17 00:00:00.000000,0,48.0,47.193599999999996,0,2,1.016,46.57
DEL-BOM,2025-01-29 00:00:00.000000,0,45.0,44.7438,2,1,1.049,48.83
DEL-BLR,2025-02-09 00:00:00.000000,0,42.0,42.595699999999994,6,2,0.982,44.45
MAA-DEL,2025-02-12 00:00:00.000000,0,48.0,47.193599999999996,2,2,0.95,45.66
DEL-BOM,2025-02-12 00:00:00.000000,0,45.0,44.7438,2,2,1.122,52.53
HYD-DEL,2025-04-09 00:00:00.000000,0,40.0,39.5932,2,4,0.992,41.9
DEL-SIN,2025-02-03 00:00:00.000000,0,420.0,419.1203,0,2,1.018,417.66
MAA-SIN,2025-02-18 00:00:00.000000,0,430.0,436.09839999999997,1,2,1.066,467.38
DEL-JFK,2025-03-10 00:00:00.000000,0,1500.0,1489.8420999999998,0,3,0.936,1543.41
HYD-DEL,2025-02-12 00:00:00.000000,0,40.0,39.5932,2,2,0.957,38.65
MAA-SIN,2025-01-19 00:00:00.000000,0,430.0,436.09839999999997,6,1,1.061,499.51
BOM-LHR,2025-02-23 00:00:00.000000,0,800.0,785.5385000000001,6,2,1.127,877.95
DEL-SFO,2025-03-11 00:00:00.000000,0,1550.0,1530.2679999999998,1,3,1.0,1573.63
DEL-GOA,2025-03-03 00:00:00.000000,0,52.0,51.351800000000004,0,3,1.07,53.55
DEL-BKK,2025-01-11 00:00:00.000000,0,260.0,261.9907,5,1,1.024,297.24
BOM-DEL,2025-01-15 00:00:00.000000,0,45.0,45.7391,2,1,0.979,44.52
DEL-GOA,2025-04-02 00:00:00.000000,0,52.0,51.351800000000004,2,4,0.949,48.48
DEL-LHR,2025-01-04 00:00:00.000000,0,780.0,788.0947,5,1,0.993,830.83
DEL-MAA,2025-01-25 00:00:00.000000,0,48.0,47.3156,5,1,0.89,43.25
MAA-DEL,2025-04-05 00:00:00.000000,0,48.0,47.193599999999996,5,4,0.946,47.13
DEL-SFO,2025-03-05 00:00:00.000000,0,1550.0,1530.2679999999998,2,3,0.887,1363.3
DEL-GOA,2025-01-23 00:00:00.000000,0,52.0,51.351800000000004,3,1,1.097,54.27
DEL-SIN,2025-03-12 00:00:00.000000,0,420.0,419.1203,2,3,0.911,339.54
DEL-DXB,2025-02-13 00:00:00.000000,0,230.0,225.4002,3,2,1.054,235.81
DEL-BOM,2025-01-28 00:00:00.000000,0,45.0,44.7438,1,1,0.991,44.81
DEL-SIN,2025-01-18 00:00:00.000000,0,420.0,419.1203,5,1,0.862,365.92
BOM-DXB,2025-02-01 00:00:00.000000,0,235.0,239.347,5,2,1.04,264.54
BOM-DXB,2025-01-16 00:00:00.000000,0,235.0,239.347,3,1,1.054,260.41
DEL-BLR,2025-03-08 00:00:00.000000,0,42.0,42.595699999999994,5,3,1.137,50.62
DEL-BLR,2025-01-25 00:00:00.000000,0,42.0,42.595699999999994,5,1,1.026,46.15
BLR-DEL,2025-02-14 00:00:00.000000,0,42.0,41.672,4,2,1.055,60.98
MAA-DEL,2025-02-06 00:00:00.000000,0,48.0,47.193599999999996,3,2,1.006,42.53
HYD-DEL,2025-01-12 00:00:00.000000,0,40.0,39.5932,6,1,1.016,41.81
MAA-SIN,2025-03-08 00:00:00.000000,0,430.0,436.09839999999997,5,3,1.037,469.22
DEL-BLR,2025-03-27 00:00:00.000000,0,42.0,42.595699999999994,3,3,1.077,44.02
BOM-LHR,2025-03-02 00:00:00.000000,0,800.0,785.5385000000001,6,3,0.933,768.27
BOM-LHR,2025-02-15 00:00:00.000000,0,800.0,785.5385000000001,5,2,0.82,627.48
DEL-JFK,2025-01-05 00:00:00.000000,0,1500.0,1489.8420999999998,6,1,1.095,1658.31
DEL-JFK,2025-01-18 00:00:00.000000,0,1500.0,1489.8420999999998,5,1,1.043,1692.08
DEL-LHR,2025-03-18 00:00:00.000000,0,780.0,788.0947,1,3,0.938,755.38
DEL-SIN,2025-02-14 00:00:00.000000,0,420.0,419.1203,4,2,1.015,579.64
BOM-DEL,2025-03-04 00:00:00.000000,0,45.0,45.7391,1,3,0.878,40.54
BOM-LHR,2025-01-12 00:00:00.000000,0,800.0,785.5385000000001,6,1,1.006,816.91
DEL-JFK,2025-03-07 00:00:00.000000,0,1500.0,1489.8420999999998,4,3,0.969,1700.11
DEL-DXB,2025-01-27 00:00:00.000000,0,230.0,225.4002,0,1,0.876,196.21
DEL-DXB,2025-01-31 00:00:00.000000,0,230.0,225.4002,4,1,0.928,218.89
BOM-DXB,2025-01-04 00:00:00.000000,0,235.0,239.347,5,1,0.913,246.56
BOM-DXB,2025-02-25 00:00:00.000000,0,235.0,239.347,1,2,0.987,245.05
DEL-CDG,2025-01-31 00:00:00.000000,0,820.0,818.7947,4,1,0.936,796.46
DEL-GOA,2025-03-07 00:00:00.000000,0,52.0,51.351800000000004,4,3,1.009,50.61
BOM-DEL,2025-03-06 00:00:00.000000,0,45.0,45.7391,3,3,1.046,47.16
DEL-BLR,2025-03-19 00:00:00.000000,0,42.0,42.595699999999994,2,3,1.042,42.75
DEL-BLR,2025-01-28 00:00:00.000000,0,42.0,42.595699999999994,1,1,0.933,39.5
MAA-SIN,2025-02-06 00:00:00.000000,0,430.0,436.09839999999997,3,2,1.126,501.38
MAA-DEL,2025-01-26 00:00:00.000000,0,48.0,47.193599999999996,6,1,1.08,50.95
DEL-JFK,2025-02-04 00:00:00.000000,0,1500.0,1489.8420999999998,1,2,0.95,1545.68
DEL-BLR,2025-02-25 00:00:00.000000,0,42.0,42.595699999999994,1,2,1.008,41.35
DEL-GOA,2025-02-08 00:00:00.000000,0,52.0,51.351800000000004,5,2,1.002,52.0
BOM-DEL,2025-01-03 00:00:00.000000,0,45.0,45.7391,4,1,1.038,52.36
GOA-DEL,2025-01-19 00:00:00.000000,0,52.0,53.0136,6,1,1.096,62.53
DEL-GOA,2025-01-25 00:00:00.000000,0,52.0,51.351800000000004,5,1,1.015,52.49
DEL-BLR,2025-01-08 00:00:00.000000,0,42.0,42.595699999999994,2,1,0.919,40.4
HYD-DEL,2025-01-04 00:00:00.000000,0,40.0,39.5932,5,1,0.924,38.62
DEL-DXB,2025-02-19 00:00:00.000000,0,230.0,225.4002,2,2,0.968,212.68
BOM-DEL,2025-02-06 00:00:00.000000,0,45.0,45.7391,3,2,0.981,46.28
DEL-BLR,2025-02-17 00:00:00.000000,0,42.0,42.595699999999994,0,2,1.102,45.81
DEL-CDG,2025-03-05 00:00:00.000000,0,820.0,818.7947,2,3,0.876,724.0
BLR-DEL,2025-01-07 00:00:00.000000,0,42.0,41.672,1,1,1.041,47.86
BOM-DEL,2025-02-19 00:00:00.000000,0,45.0,45.7391,2,2,0.973,48.15
DEL-DXB,2025-03-21 00:00:00.000000,0,230.0,225.4002,4,3,1.058,245.81
DEL-BOM,2025-02-08 00:00:00.000000,0,45.0,44.7438,5,2,0.948,44.79
DEL-BOM,2025-01-14 00:00:00.000000,0,45.0,44.7438,1,1,1.13,48.85
DEL-CDG,2025-03-17 00:00:00.000000,0,820.0,818.7947,0,3,1.063,1047.5
DEL-SIN,2025-02-08 00:00:00.000000,0,420.0,419.1203,5,2,1.037,463.2
GOA-DEL,2025-04-04 00:00:00.000000,0,52.0,53.0136,4,4,0.986,58.43
DEL-LHR,2025-03-28 00:00:00.000000,0,780.0,788.0947,4,3,0.932,799.01
DEL-LHR,2025-03-24 00:00:00.000000,0,780.0,788.0947,0,3,0.941,751.96
BOM-LHR,2025-03-13 00:00:00.000000,0,800.0,785.5385000000001,3,3,0.996,781.89
MAA-DEL,2025-01-24 00:00:00.000000,0,48.0,47.193599999999996,4,1,0.996,48.37
DEL-BOM,2025-02-02 00:00:00.000000,0,45.0,44.7438,6,2,1.132,54.53
DEL-GOA,2025-02-14 00:00:00.000000,0,52.0,51.351800000000004,4,2,1.041,67.79
DEL-LHR,2025-01-08 00:00:00.000000,0,780.0,788.0947,2,1,0.898,793.18
MAA-DEL,2025-02-03 00:00:00.000000,0,48.0,47.193599999999996,0,2,0.994,44.81
DEL-SFO,2025-02-11 00:00:00.000000,0,1550.0,1530.2679999999998,1,2,1.03,1634.71
DEL-GOA,2025-01-04 00:00:00.000000,0,52.0,51.351800000000004,5,1,1.134,59.12
BOM-DXB,2025-01-30 00:00:00.000000,0,235.0,239.347,3,1,0.972,253.01
DEL-DXB,2025-03-16 00:00:00.000000,0,230.0,225.4002,6,3,0.966,220.36
BOM-DXB,2025-01-05 00:00:00.000000,0,235.0,239.347,6,1,1.014,270.88
DEL-BLR,2025-03-02 00:00:00.000000,0,42.0,42.595699999999994,6,3,1.061,45.07
DEL-BKK,2025-03-05 00:00:00.000000,0,260.0,261.9907,2,3,0.912,257.92
DEL-BLR,2025-04-03 00:00:00.000000,0,42.0,42.595699999999994,3,4,0.979,42.75
DEL-GOA,2025-03-08 00:00:00.000000,0,52.0,51.351800000000004,5,3,0.92,47.74
DEL-BOM,2025-03-22 00:00:00.000000,0,45.0,44.7438,5,3,1.026,51.28
DEL-SIN,2025-01-14 00:00:00.000000,0,420.0,419.1203,1,1,0.946,389.64
BOM-DEL,2025-03-01 00:00:00.000000,0,45.0,45.7391,5,3,1.031,48.65
DEL-SIN,2025-01-29 00:00:00.000000,0,420.0,419.1203,2,1,0.969,396.38
DEL-SIN,2025-03-11 00:00:00.000000,0,420.0,419.1203,1,3,0.949,396.75
HYD-DEL,2025-02-17 00:00:00.000000,0,40.0,39.5932,0,2,1.053,42.38
DEL-LHR,2025-01-22 00:00:00.000000,0,780.0,788.0947,2,1,0.99,832.16
BLR-DEL,2025-01-11 00:00:00.000000,0,42.0,41.672,5,1,0.938,40.94
DEL-BLR,2025-02-12 00:00:00.000000,0,42.0,42.595699999999994,2,2,1.073,45.62
BLR-DEL,2025-01-26 00:00:00.000000,0,42.0,41.672,6,1,0.962,42.12
DEL-BOM,2025-01-05 00:00:00.000000,0,45.0,44.7438,6,1,1.094,51.66
DEL-BLR,2025-02-22 00:00:00.000000,0,42.0,42.595699999999994,5,2,0.925,42.62
MAA-DEL,2025-02-15 00:00:00.000000,0,48.0,47.193599999999996,5,2,1.077,52.03
DEL-BLR,2025-03-10 00:00:00.000000,0,42.0,42.595699999999994,0,3,1.052,41.61
DEL-CDG,2025-02-10 00:00:00.000000,0,820.0,818.7947,0,2,1.054,808.1
DEL-LHR,2025-02-17 00:00:00.000000,0,780.0,788.0947,0,2,1.054,830.89
BLR-DEL,2025-03-25 00:00:00.000000,0,42.0,41.672,1,3,1.172,50.82
BLR-DEL,2025-02-07 00:00:00.000000,0,42.0,41.672,4,2,1.115,48.59
HYD-DEL,2025-04-10 00:00:00.000000,0,40.0,39.5932,3,4,1.057,44.9
GOA-DEL,2025-04-07 00:00:00.000000,0,52.0,53.0136,0,4,1.009,49.22
BLR-DEL,2025-02-02 00:00:00.000000,0,42.0,41.672,6,2,0.926,41.55
DEL-BLR,2025-03-22 00:00:00.000000,0,42.0,42.595699999999994,5,3,1.023,43.11
DEL-SFO,2025-03-28 00:00:00.000000,0,1550.0,1530.2679999999998,4,3,0.946,1536.84
DEL-LHR,2025-02-10 00:00:00.000000,0,780.0,788.0947,0,2,1.076,849.01
MAA-DEL,2025-02-11 00:00:00.000000,0,48.0,47.193599999999996,1,2,1.049,45.85
BOM-LHR,2025-03-10 00:00:00.000000,0,800.0,785.5385000000001,0,3,0.982,761.15
DEL-HYD,2025-03-25 00:00:00.000000,0,40.0,39.480199999999996,1,3,0.871,32.19
BLR-DEL,2025-03-07 00:00:00.000000,0,42.0,41.672,4,3,0.944,43.71
DEL-BOM,2025-02-18 00:00:00.000000,0,45.0,44.7438,1,2,0.963,43.88
DEL-MAA,2025-02-16 00:00:00.000000,0,48.0,47.3156,6,2,1.014,52.23
DEL-LHR,2025-01-15 00:00:00.000000,0,780.0,788.0947,2,1,0.985,827.8
HYD-DEL,2025-02-28 00:00:00.000000,0,40.0,39.5932,4,2,1.028,46.19
DEL-BKK,2025-01-12 00:00:00.000000,0,260.0,261.9907,6,1,0.982,291.0
DEL-BLR,2025-04-08 00:00:00.000000,0,42.0,42.595699999999994,1,4,0.932,35.41
DEL-SFO,2025-03-15 00:00:00.000000,0,1550.0,1530.2679999999998,5,3,1.002,1543.0
GOA-DEL,2025-02-07 00:00:00.000000,0,52.0,53.0136,4,2,1.007,59.94
DEL-BKK,2025-02-25 00:00:00.000000,0,260.0,261.9907,1,2,1.02,273.64
BLR-DEL,2025-01-03 00:00:00.000000,0,42.0,41.672,4,1,1.029,45.56
DEL-MAA,2025-02-04 00:00:00.000000,0,48.0,47.3156,1,2,1.085,53.19
DEL-BLR,2025-03-16 00:00:00.000000,0,42.0,42.595699999999994,6,3,1.109,51.15
DEL-CDG,2025-04-02 00:00:00.000000,0,820.0,818.7947,2,4,0.973,759.17
DEL-BKK,2025-02-04 00:00:00.000000,0,260.0,261.9907,1,2,1.029,278.67
DEL-HYD,2025-01-19 00:00:00.000000,0,40.0,39.480199999999996,6,1,0.912,36.4
DEL-CDG,2025-01-12 00:00:00.000000,0,820.0,818.7947,6,1,1.092,967.77
BOM-LHR,2025-03-12 00:00:00.000000,0,800.0,785.5385000000001,2,3,1.096,889.14
BOM-LHR,2025-01-21 00:00:00.000000,0,800.0,785.5385000000001,1,1,1.134,872.99
GOA-DEL,2025-03-04 00:00:00.000000,0,52.0,53.0136,1,3,0.933,47.81
DEL-HYD,2025-03-31 00:00:00.000000,0,40.0,39.480199999999996,0,3,1.109,40.72
BOM-DEL,2025-03-30 00:00:00.000000,0,45.0,45.7391,6,3,1.075,52.44
DEL-BOM,2025-02-05 00:00:00.000000,0,45.0,44.7438,2,2,0.99,44.12
DEL-LHR,2025-01-07 00:00:00.000000,0,780.0,788.0947,1,1,1.018,870.6
DEL-BOM,2025-03-09 00:00:00.000000,0,45.0,44.7438,6,3,0.942,50.31
DEL-SIN,2025-03-29 00:00:00.000000,0,420.0,419.1203,5,3,1.046,436.89
BLR-DEL,2025-01-18 00:00:00.000000,0,42.0,41.672,5,1,0.942,41.96
BOM-LHR,2025-01-07 00:00:00.000000,0,800.0,785.5385000000001,1,1,1.019,822.37
DEL-GOA,2025-03-15 00:00:00.000000,0,52.0,51.351800000000004,5,3,1.091,55.05
DEL-BOM,2025-02-19 00:00:00.000000,0,45.0,44.7438,2,2,0.969,44.48
MAA-SIN,2025-02-22 00:00:00.000000,0,430.0,436.09839999999997,5,2,0.863,370.58
DEL-SFO,2025-04-05 00:00:00.000000,0,1550.0,1530.2679999999998,5,4,1.016,1632.53
DEL-BLR,2025-04-05 00:00:00.000000,0,42.0,42.595699999999994,5,4,0.914,39.48
DEL-BLR,2025-02-03 00:00:00.000000,0,42.0,42.595699999999994,0,2,1.029,42.93
MAA-SIN,2025-03-05 00:00:00.000000,0,430.0,436.09839999999997,2,3,1.068,466.96
BOM-LHR,2025-03-09 00:00:00.000000,0,800.0,785.5385000000001,6,3,0.938,749.52
DEL-MAA,2025-02-18 00:00:00.000000,0,48.0,47.3156,1,2,0.971,47.0
GOA-DEL,2025-01-17 00:00:00.000000,0,52.0,53.0136,4,1,1.134,66.36
DEL-JFK,2025-01-10 00:00:00.000000,0,1500.0,1489.8420999999998,4,1,0.995,1646.96
DEL-LHR,2025-01-18 00:00:00.000000,0,780.0,788.0947,5,1,0.855,734.23
DEL-BLR,2025-01-01 00:00:00.000000,0,42.0,42.595699999999994,2,1,1.052,63.71
BOM-DXB,2025-03-17 00:00:00.000000,0,235.0,239.347,0,3,0.992,300.14
DEL-SIN,2025-01-02 00:00:00.000000,0,420.0,419.1203,3,1,0.985,421.81
DEL-SIN,2025-01-09 00:00:00.000000,0,420.0,419.1203,3,1,1.099,440.91
DEL-BKK,2025-01-27 00:00:00.000000,0,260.0,261.9907,0,1,1.236,345.63
DEL-BLR,2025-03-24 00:00:00.000000,0,42.0,42.595699999999994,0,3,0.905,37.46
DEL-BKK,2025-03-30 00:00:00.000000,0,260.0,261.9907,6,3,1.112,329.24
DEL-GOA,2025-03-18 00:00:00.000000,0,52.0,51.351800000000004,1,3,1.059,52.55
DEL-SFO,2025-01-21 00:00:00.000000,0,1550.0,1530.2679999999998,1,1,1.034,1613.37
DEL-DXB,2025-02-16 00:00:00.000000,0,230.0,225.4002,6,2,1.079,242.77
GOA-DEL,2025-03-12 00:00:00.000000,0,52.0,53.0136,2,3,1.071,54.66
DEL-SFO,2025-02-16 00:00:00.000000,0,1550.0,1530.2679999999998,6,2,0.903,1383.68
DEL-BKK,2025-03-22 00:00:00.000000,0,260.0,261.9907,5,3,1.052,298.08
DEL-LHR,2025-03-22 00:00:00.000000,0,780.0,788.0947,5,3,1.059,877.73
MAA-SIN,2025-03-30 00:00:00.000000,0,430.0,436.09839999999997,6,3,0.801,341.74
DEL-MAA,2025-01-05 00:00:00.000000,0,48.0,47.3156,6,1,0.92,43.86
DEL-CDG,2025-01-28 00:00:00.000000,0,820.0,818.7947,1,1,1.098,850.03
DEL-BKK,2025-04-09 00:00:00.000000,0,260.0,261.9907,2,4,0.97,254.42
BOM-DXB,2025-02-10 00:00:00.000000,0,235.0,239.347,0,2,1.098,284.74
BLR-DEL,2025-01-05 00:00:00.000000,0,42.0,41.672,6,1,0.89,37.7
DEL-GOA,2025-03-30 00:00:00.000000,0,52.0,51.351800000000004,6,3,0.974,50.71
BOM-DXB,2025-01-06 00:00:00.000000,0,235.0,239.347,0,1,0.906,218.84
HYD-DEL,2025-01-27 00:00:00.000000,0,40.0,39.5932,0,1,0.928,37.34
DEL-BLR,2025-03-04 00:00:00.000000,0,42.0,42.595699999999994,1,3,0.936,40.36
HYD-DEL,2025-02-22 00:00:00.000000,0,40.0,39.5932,5,2,1.084,45.95
BOM-DXB,2025-02-23 00:00:00.000000,0,235.0,239.347,6,2,1.027,274.51
DEL-BOM,2025-01-24 00:00:00.000000,0,45.0,44.7438,4,1,0.991,46.25
BLR-DEL,2025-02-15 00:00:00.000000,0,42.0,41.672,5,2,1.035,47.0
DEL-DXB,2025-03-30 00:00:00.000000,0,230.0,225.4002,6,3,0.971,231.67
BOM-DEL,2025-03-15 00:00:00.000000,0,45.0,45.7391,5,3,0.875,43.18
MAA-SIN,2025-01-21 00:00:00.000000,0,430.0,436.09839999999997,1,1,0.833,389.45
DEL-SIN,2025-02-12 00:00:00.000000,0,420.0,419.1203,2,2,0.976,390.81
DEL-JFK,2025-01-27 00:00:00.000000,0,1500.0,1489.8420999999998,0,1,1.034,1641.84
MAA-SIN,2025-04-05 00:00:00.000000,0,430.0,436.09839999999997,5,4,0.953,417.77
BOM-LHR,2025-01-02 00:00:00.000000,0,800.0,785.5385000000001,3,1,1.095,903.56
DEL-BKK,2025-03-12 00:00:00.000000,0,260.0,261.9907,2,3,0.985,266.07
DEL-BLR,2025-01-10 00:00:00.000000,0,42.0,42.595699999999994,4,1,1.117,51.18
DEL-MAA,2025-02-19 00:00:00.000000,0,48.0,47.3156,2,2,0.855,42.6
GOA-DEL,2025-01-09 00:00:00.000000,0,52.0,53.0136,3,1,1.025,58.91
DEL-BOM,2025-02-25 00:00:00.000000,0,45.0,44.7438,1,2,1.042,48.94
HYD-DEL,2025-03-24 00:00:00.000000,0,40.0,39.5932,0,3,0.974,39.85
BOM-DEL,2025-03-31 00:00:00.000000,0,45.0,45.7391,0,3,1.008,46.32
DEL-HYD,2025-01-09 00:00:00.000000,0,40.0,39.480199999999996,3,1,0.948,38.33
DEL-HYD,2025-01-25 00:00:00.000000,0,40.0,39.480199999999996,5,1,0.901,35.42
DEL-CDG,2025-01-04 00:00:00.000000,0,820.0,818.7947,5,1,1.013,897.78
DEL-BKK,2025-02-02 00:00:00.000000,0,260.0,261.9907,6,2,0.982,277.2
DEL-MAA,2025-03-02 00:00:00.000000,0,48.0,47.3156,6,3,0.902,48.97
DEL-BKK,2025-03-11 00:00:00.000000,0,260.0,261.9907,1,3,0.993,281.59
DEL-CDG,2025-03-01 00:00:00.000000,0,820.0,818.7947,5,3,1.012,852.41
DEL-SIN,2025-03-10 00:00:00.000000,0,420.0,419.1203,0,3,1.121,435.96
DEL-HYD,2025-02-28 00:00:00.000000,0,40.0,39.480199999999996,4,2,1.051,41.06
MAA-DEL,2025-01-02 00:00:00.000000,0,48.0,47.193599999999996,3,1,1.003,45.84
GOA-DEL,2025-02-09 00:00:00.000000,0,52.0,53.0136,6,2,0.943,50.95
DEL-JFK,2025-02-19 00:00:00.000000,0,1500.0,1489.8420999999998,2,2,1.152,1841.38
HYD-DEL,2025-03-10 00:00:00.000000,0,40.0,39.5932,0,3,0.979,37.73
GOA-DEL,2025-02-01 00:00:00.000000,0,52.0,53.0136,5,2,1.165,68.84
MAA-DEL,2025-02-09 00:00:00.000000,0,48.0,47.193599999999996,6,2,1.167,55.64
DEL-BKK,2025-01-02 00:00:00.000000,0,260.0,261.9907,3,1,0.954,255.97
DEL-GOA,2025-04-08 00:00:00.000000,0,52.0,51.351800000000004,1,4,1.164,56.27
BOM-DXB,2025-04-03 00:00:00.000000,0,235.0,239.347,3,4,1.178,281.44
BOM-DXB,2025-03-18 00:00:00.000000,0,235.0,239.347,1,3,0.994,235.93
DEL-SIN,2025-02-15 00:00:00.000000,0,420.0,419.1203,5,2,1.146,486.59
DEL-DXB,2025-02-01 00:00:00.000000,0,230.0,225.4002,5,2,0.974,229.35
BOM-DEL,2025-03-14 00:00:00.000000,0,45.0,45.7391,4,3,1.158,57.81
DEL-GOA,2025-03-09 00:00:00.000000,0,52.0,51.351800000000004,6,3,0.843,47.01
DEL-LHR,2025-01-26 00:00:00.000000,0,780.0,788.0947,6,1,0.897,759.01
BOM-DEL,2025-02-27 00:00:00.000000,0,45.0,45.7391,3,2,0.92,44.37
DEL-HYD,2025-03-09 00:00:00.000000,0,40.0,39.480199999999996,6,3,1.076,44.34
GOA-DEL,2025-03-25 00:00:00.000000,0,52.0,53.0136,1,3,0.811,40.34
